v1,v2,v3,v4,v5,v5a_1,v5a_2,v5a_3,v6,v7,v8,v9,v10_1,v10_2,v10_3,v11_1,v11_2,v11_3,v11_4,v11_5,v11_6,v11_7,v11_8,v12,v13,v14,v15_1,v15_2,v16_1,v16_2,v17,v18,v18a_1,v18a_2,v18a_3,v19_1,v19_2,v19_3,v19_4,v19_5,v20_1,v20_2,v20_3,v21_1,v21_2,v21_3,v22,v22a_1,v22a_2,v22a_3,v23,v24,v24a_1,v24a_2,v24a_3,v25,v26,v26a_1,v26a_2,v26a_3,v27,v28,v28a_1,v28a_2,v28a_3,v29,v30,v30a_1,v30a_2,v30a_3,v32,v32a_1,v32a_2,v32a_3,v33,v34,v34a_1,v34a_2,v34a_3,v35,v36,v36a_1,v36a_2,v36a_3,v37,v38,v38a_1,v38a_2,v38a_3,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei1,wei2
17,904,27,5,4,5,99,99,5,2,99,7,6,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,2,2,6,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,8,5,3,1,2,1.169,1.5313
4,262,98,1,2,99,99,99,1,1,9,99,3,6,4,2,3,99,99,99,99,99,99,1,1,1,3,9,2,9,1,2,2,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,7,5,1,1,1.1386,.7756
18,884,32,4,2,99,99,99,2,2,99,95,3,99,99,2,3,99,99,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,4,99,99,1,2,4,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,1,1,1,3,1,2,.7795,.1214
18,880,41,2,1,99,99,99,1,2,99,2,3,99,99,2,5,8,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,1,99,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,1,1,1,1,3,1,1,1.06,.165
10,510,43,1,2,99,99,99,1,2,99,7,5,99,99,1,2,3,4,5,8,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,7,99,1,2,9,99,99,1,2,9,99,99,1,2,4,99,99,2,2,7,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,99,99,2,1,9,1,1,1,4,1,1,1.0947,2.0289
17,920,43,1,1,99,99,99,1,2,99,10,14,3,96,2,3,5,6,8,99,99,99,1,2,2,3,9,1,9,1,1,99,99,99,3,9,9,9,9,17,6,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,1,5,3,1,1.0841,1.4201
13,622,36,3,2,99,99,99,2,1,10,99,3,12,99,1,2,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,96,99,99,2,2,9,6,99,1,2,6,7,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,2,2,2,8,1,3,1,1,.941,.8278
4,264,40,2,4,7,99,99,5,2,99,4,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,2,5,1,1,1,.9525,.6488
4,265,98,6,4,2,99,99,5,2,99,95,95,99,99,1,2,3,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,11,99,2,2,7,1,99,2,2,1,99,99,2,2,2,1,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,1,11,99,2,1,9,8,2,7,1,2,2,1.1247,.7661
12,648,37,3,2,99,99,99,2,2,99,7,95,99,99,1,2,3,6,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,2,2,97,99,99,2,2,12,99,99,1,2,12,99,99,9,9,99,99,99,9,99,99,99,1,2,12,99,99,9,9,99,99,99,1,2,12,99,99,2,2,2,1,1,1,5,3,1,1.2502,1.4115
12,654,98,4,4,96,99,99,2,1,7,99,6,5,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,2,99,9,9,99,99,99,2,2,7,96,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,2,1,1,1,2,.9593,1.083
10,500,44,1,2,99,99,99,4,2,99,95,3,99,99,2,3,5,8,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,1,9,6,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,2,.8218,1.5231
13,613,38,2,2,99,99,99,2,1,10,99,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,9,9,99,99,99,1,2,3,7,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,2,1,3,2,2,1.1062,.9731
13,606,33,3,4,7,5,99,1,2,99,7,6,14,99,1,2,3,5,8,99,99,99,1,1,2,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,7,99,6,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,2,1,3,2,2,.8847,.7783
18,880,47,1,2,99,99,99,2,2,99,6,3,7,99,2,4,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,96,99,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,1,2,9,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,1,2,5,4,1,2,1.3256,.2064
17,946,47,1,4,96,99,99,3,2,99,2,9,5,14,2,5,6,8,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,6,7,4,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,7,7,3,1,1.0841,1.4201
10,528,41,2,1,99,99,99,3,1,7,99,95,99,99,1,2,3,5,99,99,99,99,1,2,1,1,2,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,2,2,3,99,99,1,2,3,99,99,1,2,9,99,99,9,9,99,99,99,2,6,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,1,1,2,6,1,1,1.0852,2.0113
18,881,43,1,3,7,99,99,2,2,99,10,4,99,99,1,2,3,5,8,99,99,99,1,1,1,2,1,2,9,1,2,1,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,2,1,4,1,2,1.3256,.2064
18,880,46,1,2,99,99,99,2,1,2,99,3,11,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,2,3,9,9,1,19,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,7,1,1,1.304,.203
18,880,45,1,4,7,99,99,4,2,99,1,3,99,99,2,3,4,5,6,8,99,99,1,1,2,1,9,2,9,1,2,98,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,4,2,1,1.304,.203
12,631,98,6,5,4,7,96,5,1,7,99,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,3,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,8,4,1,3,1,1.4202,1.6034
10,505,40,2,4,8,99,99,8,2,99,7,5,6,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,1,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,6,99,2,2,2,2,1,1,3,1,1,1.0852,2.0113
13,611,36,3,3,8,99,99,1,2,99,7,2,99,99,2,5,8,99,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,9,9,99,99,99,1,1,99,99,99,9,9,99,99,99,9,9,99,99,99,1,99,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,2,2,2,1,1,3,1,1,.941,.8278
13,604,37,3,2,99,99,99,2,2,99,2,3,8,99,1,2,4,5,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,1,2,1,99,99,1,2,97,99,99,9,9,99,99,99,1,2,97,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,1,9,2,1,3,5,2,2,.8847,.7783
10,510,34,3,2,99,99,99,2,2,99,2,3,15,99,2,3,5,8,99,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,3,1,9,9,9,17,9,99,96,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,2,6,1,1,1.1082,2.0539
17,906,41,2,2,99,99,99,2,2,99,2,5,4,99,1,2,5,7,99,99,99,99,2,9,9,9,9,9,9,1,2,3,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,2,1,6,1,1,.9809,1.2849
18,880,34,3,4,5,7,99,4,2,99,95,2,3,5,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,7,1,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,8,2,3,1,2,.7756,.1208
13,604,32,4,4,96,99,99,4,2,99,7,2,3,5,2,5,8,99,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,15,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,2,99,99,2,2,1,8,2,1,3,3,1,.8528,.7502
4,998,98,6,1,99,99,99,1,2,99,95,95,99,99,8,99,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,1,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,2,1,9,8,2,8,1,1,2,1.1247,.7661
18,998,37,3,4,96,99,99,5,2,99,10,2,99,99,2,3,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,2,2,96,99,99,2,2,96,9,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,8,8,5,5,3,1,.7629,.1188
18,884,37,3,2,99,99,99,2,2,99,95,3,99,99,1,2,4,8,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,7,99,2,2,7,99,99,1,2,7,99,99,9,9,99,99,99,2,2,7,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,99,99,2,1,9,2,1,3,3,1,2,.7756,.1208
18,880,33,3,1,99,99,99,2,2,99,10,95,99,99,1,2,3,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,1,99,99,99,1,2,5,99,99,1,2,10,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,8,5,1,1,2,.7756,.1208
4,266,29,4,2,99,99,99,1,2,99,95,6,3,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,1,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,1,9,2,2,3,1,1,2,.9525,.6488
13,621,34,3,1,99,99,99,8,2,99,98,3,6,99,2,3,5,8,99,99,99,99,1,2,8,1,2,2,9,1,1,99,99,99,1,2,3,9,9,4,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,8,2,7,1,1,.941,.8278
17,932,30,4,2,99,99,99,3,2,99,10,3,8,99,1,2,3,4,5,8,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,1,2,7,99,99,1,2,9,99,99,1,2,15,99,99,1,2,9,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,2,8,1,3,2,2,.7416,.9714
18,880,27,5,4,4,99,99,3,2,99,10,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,2,2,1,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,2,5,4,2,1,.7919,.1233
12,651,33,3,4,4,5,99,4,2,99,10,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,11,99,9,9,99,99,99,2,2,1,11,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,96,99,99,2,1,9,8,8,8,3,3,2,1.0543,1.1903
10,509,43,1,4,5,99,99,4,2,99,9,6,5,99,2,5,8,99,99,99,99,99,1,2,2,1,2,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,99,99,9,9,99,99,99,1,2,11,99,99,9,9,99,99,99,9,9,99,99,99,2,11,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,11,99,2,2,1,2,1,8,3,1,1,1.0947,2.0289
4,265,47,1,3,1,99,99,4,2,99,95,3,4,99,2,3,5,8,99,99,99,99,1,1,1,3,9,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,3,1,2,1.0305,.702
13,615,38,2,4,7,1,99,4,1,7,99,5,99,99,1,2,3,5,6,8,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,1,99,99,99,1,1,99,99,99,1,2,9,99,99,9,9,99,99,99,2,9,15,99,2,2,9,99,99,9,9,99,99,99,1,1,99,99,99,2,2,2,2,1,2,3,1,1,1.1765,1.035
13,612,37,3,3,5,99,99,2,1,7,99,6,99,99,2,5,8,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,1,99,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,2,2,8,1,2,5,2,1,.941,.8278
17,907,18,6,1,99,99,99,1,2,99,7,1,2,99,1,2,3,4,5,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,4,99,99,1,2,4,99,99,1,2,4,99,99,1,2,97,99,99,1,2,9,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,1,1,1,3,2,2,2.0837,2.7294
17,920,40,2,4,7,1,99,2,1,6,99,3,6,99,1,2,3,5,8,99,99,99,2,9,9,9,9,9,9,1,2,5,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,1,.9809,1.2849
12,651,39,2,2,99,99,99,2,2,99,2,2,5,99,1,2,3,5,7,8,99,99,1,2,2,1,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,1,1,99,99,99,1,1,99,99,99,1,2,9,99,99,9,9,99,99,99,2,15,9,99,9,9,99,99,99,2,2,9,99,99,2,2,9,99,99,2,2,2,1,1,1,4,1,1,.9212,1.04
10,505,43,1,4,96,99,99,1,1,10,99,4,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,13,9,99,9,9,99,99,99,1,2,9,13,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,1,9,8,8,1,3,2,2,.8218,1.5231
12,640,43,1,2,99,99,99,2,1,10,99,3,6,2,1,2,5,8,99,99,99,99,1,1,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,10,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,3,1,2,.8415,.9501
10,505,17,6,4,96,99,99,2,2,99,10,3,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,2,1,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,1,9,2,8,3,1,2,1,2.2951,4.2537
18,880,46,1,1,99,99,99,1,2,99,98,95,99,99,2,99,99,99,99,99,99,99,1,2,1,1,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,8,5,5,4,1,1.304,.203
10,503,13,6,2,99,99,99,2,2,99,6,3,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,98,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,8,98,3,2,1,2.2951,4.2537
4,270,44,1,2,99,99,99,1,1,2,99,3,1,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,2,3,9,9,6,9,1,9,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,2,7,1,2,1.0305,.702
10,500,98,3,3,98,99,99,2,1,7,99,95,99,99,2,4,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,4,9,99,9,9,99,99,99,1,2,3,99,99,9,9,99,99,99,1,2,97,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,1,8,2,3,2,2,.832,1.542
10,509,98,2,1,99,99,99,2,1,10,99,3,12,99,1,2,3,6,8,99,99,99,1,2,1,3,9,2,9,1,1,99,99,99,2,9,9,9,9,7,1,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,4,1,1,1.0852,2.0113
13,616,26,5,3,98,99,99,1,2,99,2,3,99,99,2,3,4,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,4,9,99,9,9,99,99,99,1,2,4,99,99,1,2,4,99,99,1,2,97,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,1,8,4,3,2,2,.6385,.5617
18,884,42,2,1,99,99,99,2,2,99,5,6,99,99,1,2,3,5,6,8,99,99,1,1,1,1,2,2,9,1,1,99,99,99,2,1,3,9,9,6,13,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,1,5,1,2,1.0777,.1678
17,920,36,3,4,7,99,99,2,2,99,10,3,99,99,2,5,6,8,99,99,99,99,1,1,1,3,9,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,1,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,4,1,1,.9741,1.276
4,260,44,1,2,99,99,99,2,1,4,99,3,2,12,1,2,3,4,5,6,8,99,1,1,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,17,6,9,8,1,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,5,1,1,1.1386,.7756
13,616,23,5,4,7,99,99,2,1,7,99,6,99,99,2,3,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,2,2,7,99,99,1,2,7,99,99,9,9,99,99,99,2,6,15,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,2,2,8,8,1,3,1,1,.6791,.5974
13,621,32,4,2,99,99,99,2,1,7,99,95,99,99,2,3,5,8,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,1,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,8,2,4,1,1,.8528,.7502
13,615,47,1,1,99,99,99,1,2,99,4,4,6,7,1,2,3,8,99,99,99,99,1,1,2,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,8,1,3,1,2,1.1462,1.0083
17,904,31,4,2,99,99,99,1,2,99,4,9,99,99,2,3,5,8,99,99,99,99,1,2,1,1,2,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,14,99,99,1,2,9,99,99,9,9,99,99,99,2,14,99,99,9,9,99,99,99,9,9,99,99,99,1,2,14,99,99,2,1,9,1,1,1,3,2,1,.8061,1.0559
4,260,42,2,2,99,99,99,1,2,99,10,3,8,1,1,2,3,4,5,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,3,9,9,9,9,19,1,99,8,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,1,3,1,1,.9525,.6488
17,946,28,4,4,96,99,99,4,1,7,99,6,99,99,2,3,5,8,99,99,99,99,1,2,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,1,99,99,1,2,4,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,1,1,1,5,1,1,.8061,1.0559
12,640,45,1,3,95,99,99,2,2,99,5,3,99,99,1,2,3,5,6,7,8,99,1,2,2,1,9,2,9,1,1,99,99,99,1,3,9,9,9,1,11,6,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,2,.8415,.9501
18,884,98,6,2,99,99,99,4,1,7,99,96,99,99,2,7,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,7,99,9,9,99,99,99,2,2,11,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,2,2,2,9,99,9,9,99,99,99,2,2,1,2,8,6,1,2,2,1.2462,.194
18,880,43,1,2,99,99,99,2,2,99,3,2,3,99,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,11,12,8,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,7,1,1,1.304,.203
12,637,31,4,2,99,99,99,1,2,99,5,3,99,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,17,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,8,3,4,1,2,.9593,1.083
